location,skew,distortion
baltimore,100,8
baltimore,200,8
baltimore,500,8
baltimore,1000,8
baltimore,2000,9
baltimore,5000,9
baltimore,10000,10
baltimore,20000,10
baltimore,50000,10
dallas,100,10
dallas,200,10
dallas,500,10
dallas,1000,10
dallas,2000,10
dallas,5000,10
dallas,10000,10
dallas,20000,10
dallas,50000,10
decatur,100,0
decatur,200,0
decatur,500,0
decatur,1000,0
decatur,2000,0
decatur,5000,0
decatur,10000,2
decatur,20000,2
new_york,100,10
new_york,200,10
new_york,500,10
new_york,1000,10
new_york,2000,10
new_york,5000,10
new_york,10000,10
new_york,20000,10
new_york,50000,10
newhaven,100,10
newhaven,200,10
newhaven,500,10
newhaven,1000,10
newhaven,2000,9
newhaven,5000,10
newhaven,10000,10
newhaven,20000,10
newhaven,50000,10
redmond,100,10
redmond,200,10
redmond,500,10
redmond,1000,10
redmond,2000,10
redmond,5000,10
redmond,10000,10
redmond,20000,10
redmond,50000,10
